,DBA,CVLEGEND,B1_FULL_ADDRESS,Lat,Lon
1498,DOMESTIC VIOLENCE,FAMILY OFFENSE,1900 WARD ST,37.858856,-122.271592
4259,THEFT MISD. (UNDER $950),LARCENY,2000 BANCROFT WAY,37.867336,-122.269876
3653,THEFT MISD. (UNDER $950),LARCENY,1500 TYLER ST,37.852422,-122.278571
266,DISTURBANCE,DISORDERLY CONDUCT,SEVENTH STREET & GRAYSON ST,37.855294,-122.292475
1735,ASSAULT/BATTERY MISD.,ASSAULT,700 HARRISON ST,37.880564,-122.304896
4379,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
5080,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1600 BONITA AVE,37.877983,-122.272558
4535,THEFT FELONY (OVER $950),LARCENY,2300 PIEDMONT AVE,37.869839,-122.252365
5076,NARCOTICS,DRUG VIOLATION,SAN PABLO AVENUE & CAMELIA ST,37.878722,-122.295312
1945,BURGLARY AUTO,BURGLARY - VEHICLE,200 MARINA BLVD,37.868667,-122.313656
4153,THEFT MISD. (UNDER $950),LARCENY,1400 OLYMPUS AVE,37.883202,-122.251978
4568,BURGLARY AUTO,BURGLARY - VEHICLE,2900 PINE AVE,37.858759,-122.248521
4428,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 HEARST AVE,37.870911,-122.289684
964,ROBBERY,ROBBERY,2100 PRINCE ST,37.8531,-122.266131
3008,MISSING ADULT,MISSING PERSON,2000 DWIGHT WAY,37.863679,-122.26963
4799,THEFT MISD. (UNDER $950),LARCENY,700 GILMAN ST,37.878737,-122.304434
1084,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CHANNING WAY,37.867491,-122.254054
3756,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,800 HEINZ AVE,37.853085,-122.293832
4847,ASSAULT/BATTERY MISD.,ASSAULT,1900 SHATTUCK AVE,37.873687,-122.268616
2110,VANDALISM,VANDALISM,1600 SHATTUCK AVE,37.878112,-122.269114
2444,BURGLARY AUTO,BURGLARY - VEHICLE,2200 CARLETON ST,37.861604,-122.264366
1371,DOMESTIC VIOLENCE,FAMILY OFFENSE,1200 ASHBY AVE,37.852211,-122.286336
4729,SEXUAL ASSAULT FEL.,SEX CRIME,900 UNIVERSITY AVE,37.868273,-122.295963
3801,VEHICLE STOLEN,MOTOR VEHICLE THEFT,BANCROFT WAY & MILVIA ST,37.867291,-122.270245
3503,IDENTITY THEFT,FRAUD,2000 DEL NORTE ST,37.889017,-122.272389
4399,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 STUART ST,37.859195,-122.261915
1459,2ND RESPONSE,NOISE VIOLATION,2500 REGENT ST,37.865202,-122.257795
915,GUN/WEAPON,WEAPONS OFFENSE,FULTON STREET & STUART ST,37.858888,-122.264137
465,ROBBERY,ROBBERY,WARRING STREET & DERBY ST,37.862379,-122.250054
4732,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
2666,BURGLARY AUTO,BURGLARY - VEHICLE,2600 PARKER ST,37.863443,-122.256304
4060,ASSAULT/BATTERY FEL.,ASSAULT,3200 ADELINE ST,37.850345,-122.270911
2996,2ND RESPONSE,NOISE VIOLATION,1700 SPRUCE ST,37.876963,-122.265591
114,NARCOTICS,DRUG VIOLATION,1000 DWIGHT WAY,37.860732,-122.291369
555,MISSING ADULT,MISSING PERSON,1900 WARD ST,37.858856,-122.271592
5292,VANDALISM,VANDALISM,2700 MILVIA ST,37.860225,-122.269453
784,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3100 KING ST,37.851928,-122.274017
1581,THEFT MISD. (UNDER $950),LARCENY,2300 SHATTUCK AVE,37.867176,-122.267802
15,THEFT FELONY (OVER $950),LARCENY,SHATTUCK AVENUE & ALLSTON WAY,37.86939,-122.267883
1979,ROBBERY,ROBBERY,SHATTUCK AVENUE & ADDISON ST,37.871167,-122.268285
2714,MISSING JUVENILE,MISSING PERSON,1600 PRINCE ST,37.85177,-122.276489
2093,NARCOTICS,DRUG VIOLATION,2300 DWIGHT WAY,37.864535,-122.262993
225,THEFT FELONY (OVER $950),LARCENY,2700 HILLEGASS AVE,37.861672,-122.255992
1257,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1300 NORTHSIDE AVE,37.881138,-122.28875
3073,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1700 NINTH ST,37.872992,-122.295801
2348,ASSAULT/BATTERY MISD.,ASSAULT,1300 SAN PABLO AVE,37.880262,-122.295809
2693,DOMESTIC VIOLENCE,FAMILY OFFENSE,1300 ALLSTON WAY,37.86697,-122.286
4869,DISTURBANCE,DISORDERLY CONDUCT,1000 KEITH AVE,37.890366,-122.266998
5029,BURGLARY AUTO,BURGLARY - VEHICLE,2600 HASTE ST,37.866311,-122.256361
1719,THEFT MISD. (UNDER $950),LARCENY,SHATTUCK AVENUE & ROSE ST,37.88205,-122.269454
4630,VANDALISM,VANDALISM,2300 SHATTUCK AVE,37.867176,-122.267802
2585,ROBBERY,ROBBERY,200 MARINA BLVD,37.868667,-122.313656
3632,NARCOTICS,DRUG VIOLATION,1900 SHATTUCK AVE,37.873687,-122.268616
2294,FRAUD/FORGERY,FRAUD,2000 OREGON ST,37.857409,-122.268473
1851,IDENTITY THEFT,FRAUD,1800 SPRUCE ST,37.875063,-122.265474
4053,THEFT FROM PERSON,LARCENY,2300 COLLEGE AVE,37.868957,-122.254552
278,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1900 SAN PABLO AVE,37.870236,-122.292591
1413,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 GRIZZLY PEAK BLVD,37.884925,-122.248497
3795,NARCOTICS,DRUG VIOLATION,PARK STREET & OREGON ST,37.855593,-122.283039
618,VEHICLE STOLEN,MOTOR VEHICLE THEFT,3000 STANTON ST,37.853203,-122.279642
688,IDENTITY THEFT,FRAUD,1800 CURTIS ST,37.872104,-122.289812
1958,DISTURBANCE,DISORDERLY CONDUCT,1400 SIXTH ST,37.877417,-122.300713
2848,BRANDISHING,WEAPONS OFFENSE,ASHBY AVENUE & SACRAMENTO ST,37.853289,-122.278942
3441,VANDALISM,VANDALISM,2800 TELEGRAPH AVE,37.859309,-122.259291
2087,ASSAULT/BATTERY MISD.,ASSAULT,BANCROFT WAY & ELLSWORTH ST,37.86814,-122.263736
4111,BURGLARY AUTO,BURGLARY - VEHICLE,SAN PABLO AVENUE & UNIVERSITY AVE,37.869041,-122.292204
5290,IDENTITY THEFT,FRAUD,1800 CURTIS ST,37.872104,-122.289812
1150,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2400 ASHBY AVE,37.856111,-122.260248
1108,DISTURBANCE,DISORDERLY CONDUCT,2600 PIEDMONT AVE,37.863893,-122.251422
86,ROBBERY,ROBBERY,2100 KITTREDGE ST,37.868512,-122.26781
4084,MISSING ADULT,MISSING PERSON,1200 HEARST AVE,37.870911,-122.289684
4615,IDENTITY THEFT,FRAUD,2700 SHASTA RD,37.885559,-122.258485
4659,THEFT FELONY (OVER $950),LARCENY,1600 UNIVERSITY AVE,37.870652,-122.27958
87,DISTURBANCE,DISORDERLY CONDUCT,500 CRAGMONT AVE,37.902748,-122.269642
102,THEFT MISD. (UNDER $950),LARCENY,1260 ALLSTON WAY,37.866967,-122.286838
3221,DISTURBANCE,DISORDERLY CONDUCT,2700 CEDAR ST,37.87991,-122.25727
3397,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 WARRING ST,37.869137,-122.250908
3267,GUN/WEAPON,WEAPONS OFFENSE,1900 ALLSTON WAY,37.868785,-122.272701
5057,VANDALISM,VANDALISM,1400 BERKELEY WAY,37.870881,-122.284399
2990,ASSAULT/BATTERY MISD.,ASSAULT,1700 ROSE ST,37.880027,-122.279976
4753,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 RUSSELL ST,37.854565,-122.281466
3579,BURGLARY AUTO,BURGLARY - VEHICLE,2700 ELLSWORTH ST,37.86097,-122.262273
638,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CEDAR ST,37.87991,-122.25727
4727,THEFT FELONY (OVER $950),LARCENY,1600 UNIVERSITY AVE,37.870652,-122.27958
1066,BURGLARY AUTO,BURGLARY - VEHICLE,1600 VIRGINIA ST,37.875166,-122.280125
3499,ASSAULT/BATTERY MISD.,ASSAULT,800 REGAL RD,37.894843,-122.268425
3541,THEFT FELONY (OVER $950),LARCENY,200 UNIVERSITY AVE,37.865491,-122.310065
4730,DOMESTIC VIOLENCE,FAMILY OFFENSE,3100 DEAKIN ST,37.853644,-122.262046
5234,FRAUD/FORGERY,FRAUD,2100 HASTE ST,37.864908,-122.267289
2563,MISSING JUVENILE,MISSING PERSON,1400 ALCATRAZ AVE,37.847682,-122.279381
1976,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2300 WARD ST,37.860105,-122.261901
1822,BURGLARY AUTO,BURGLARY - VEHICLE,2600 RUSSELL ST,37.858165,-122.255687
4026,IDENTITY THEFT,FRAUD,1600 CURTIS ST,37.875553,-122.290549
5090,THEFT MISD. (UNDER $950),LARCENY,2400 GRANT ST,37.864714,-122.274572
1557,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,37.871167,-122.268285
4121,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 HASTE ST,37.866025,-122.258623
4741,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
3681,BURGLARY AUTO,BURGLARY - VEHICLE,1300 UNIVERSITY AVE,37.869764,-122.28655
1656,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 BUENA VISTA WAY,37.880458,-122.261293
515,ROBBERY,ROBBERY,SHATTUCK AVENUE & ADDISON ST,37.871167,-122.268285
4631,THEFT MISD. (UNDER $950),LARCENY,2400 ASHBY AVE,37.856111,-122.260248
3857,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 WARRING ST,37.867708,-122.250801
5230,DISTURBANCE,DISORDERLY CONDUCT,2600 SHATTUCK AVE,37.861677,-122.26716
4600,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1200 DELAWARE ST,37.872125,-122.28964
704,DISTURBANCE,DISORDERLY CONDUCT,2600 BENVENUE AVE,37.863522,-122.254992
523,THEFT MISD. (UNDER $950),LARCENY,1100 KEELER AVE,37.890651,-122.258331
3951,THEFT MISD. (UNDER $950),LARCENY,1000 KEITH AVE,37.890366,-122.266998
2416,THEFT MISD. (UNDER $950),LARCENY,1400 SHATTUCK AVE,37.881957,-122.269551
5163,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
2748,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
1545,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 FOREST AVE,37.861541,-122.251156
3193,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
4357,THEFT MISD. (UNDER $950),LARCENY,2000 HEARST AVE,37.873639,-122.27064
2901,VANDALISM,VANDALISM,100 SEAWALL DR,37.863611,-122.317566
2216,VEHICLE STOLEN,MOTOR VEHICLE THEFT,600 GILMAN ST,37.878411,-122.306041
2820,FRAUD/FORGERY,FRAUD,100 HILL RD,37.888241,-122.250875
1143,BURGLARY AUTO,BURGLARY - VEHICLE,1100 KEELER AVE,37.890651,-122.258331
2546,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
4503,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 BLAKE ST,37.860549,-122.286969
3486,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
4895,GUN/WEAPON,WEAPONS OFFENSE,1200 UNIVERSITY AVE,37.869385,-122.28953
3327,BURGLARY AUTO,BURGLARY - VEHICLE,HAROLD WAY & ALLSTON WAY,37.8692,-122.269308
3074,DOMESTIC VIOLENCE,FAMILY OFFENSE,2900 DOHR ST,37.854612,-122.281178
498,DOMESTIC VIOLENCE,FAMILY OFFENSE,1700 UNIVERSITY AVE,37.870948,-122.27733
967,VANDALISM,VANDALISM,2800 NINTH ST,37.855748,-122.290281
5156,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1300 VIRGINIA ST,37.874095,-122.288542
4624,FRAUD/FORGERY,FRAUD,1000 UNIVERSITY AVE,37.868641,-122.29415
5063,BURGLARY AUTO,BURGLARY - VEHICLE,2400 TELEGRAPH AVE,37.866761,-122.258779
3714,BURGLARY AUTO,BURGLARY - VEHICLE,1600 WOOLSEY ST,37.850899,-122.276174
1892,VANDALISM,VANDALISM,800 POTTER ST,37.851255,-122.292509
1903,THEFT MISD. (UNDER $950),LARCENY,2400 ASHBY AVE,37.856111,-122.260248
1429,DOMESTIC VIOLENCE,FAMILY OFFENSE,2700 SEVENTH ST,37.856319,-122.292818
737,ASSAULT/BATTERY MISD.,ASSAULT,2300 ELLSWORTH ST,37.867972,-122.263699
4459,BURGLARY AUTO,BURGLARY - VEHICLE,1900 PARKER ST,37.861571,-122.271722
84,ASSAULT/BATTERY MISD.,ASSAULT,2700 COLLEGE AVE,37.861645,-122.253508
559,BURGLARY AUTO,BURGLARY - VEHICLE,TELEGRAPH AVENUE & STUART ST,37.859528,-122.25926
2572,ROBBERY,ROBBERY,2300 HASTE ST,37.865443,-122.263189
4867,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WAY,37.872691,-122.270741
3927,BURGLARY AUTO,BURGLARY - VEHICLE,SEVENTH STREET & ASHBY AVE,37.851017,-122.291088
3928,FRAUD/FORGERY,FRAUD,2200 TENTH ST,37.866054,-122.292391
517,FRAUD/FORGERY,FRAUD,1700 TENTH ST,37.873024,-122.294652
758,BURGLARY AUTO,BURGLARY - VEHICLE,1800 FOURTH ST,37.869944,-122.300636
3299,THEFT MISD. (UNDER $950),LARCENY,2500 SHATTUCK AVE,37.863811,-122.267412
1130,ROBBERY,ROBBERY,2500 SHATTUCK AVE,37.863811,-122.267412
1117,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,OTIS STREET & ASHBY AVE,37.854427,-122.270006
4678,VANDALISM,VANDALISM,NINTH STREET & CARLETON ST,37.857502,-122.290845
1091,IDENTITY THEFT,FRAUD,1600 BLAKE ST,37.861653,-122.278529
4127,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,1500 RUSSELL ST,37.8549,-122.27945
4141,IDENTITY THEFT,FRAUD,2000 CENTER ST,37.869973,-122.270557
3338,VANDALISM,VANDALISM,1700 HIGHLAND PL,37.877482,-122.256109
1365,DISTURBANCE,DISORDERLY CONDUCT,1600 MILVIA ST,37.877951,-122.271395
2636,BURGLARY AUTO,BURGLARY - VEHICLE,2500 MILVIA ST,37.863185,-122.269791
254,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,EUCLID AVENUE & HILGARD AVE,37.878629,-122.260883
3895,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1400 FOURTH ST,37.877196,-122.302986
1585,NARCOTICS,DRUG VIOLATION,MILVIA STREET & KITTREDGE ST,37.868164,-122.270363
4512,BURGLARY AUTO,BURGLARY - VEHICLE,GILMAN STREET & W FRONTAGE RD,37.878024,-122.30798
1940,VANDALISM,VANDALISM,2600 BENVENUE AVE,37.863522,-122.254992
488,GUN/WEAPON,WEAPONS OFFENSE,GILMAN STREET & EIGHTH ST,37.879799,-122.299187
153,IDENTITY THEFT,FRAUD,2800 REGENT ST,37.859589,-122.257019
3263,BURGLARY AUTO,BURGLARY - VEHICLE,1600 UNIVERSITY AVE,37.870652,-122.27958
3388,NARCOTICS,DRUG VIOLATION,BERKELEY WAY & BONITA AVE,37.872542,-122.271978
3075,DISTURBANCE,DISORDERLY CONDUCT,2500 HEARST AVE,37.875048,-122.260399
314,THEFT MISD. (UNDER $950),LARCENY,900 PARKER ST,37.858455,-122.293374
3374,IDENTITY THEFT,FRAUD,1700 SOLANO AVE,37.891214,-122.282158
1026,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 ROSE WALK,37.883103,-122.261459
2486,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2700 COLLEGE AVE,37.861645,-122.253508
1724,ASSAULT/BATTERY MISD.,ASSAULT,TREMONT STREET & ESSEX ST,37.853552,-122.268286
1829,VANDALISM,VANDALISM,2600 SHATTUCK AVE,37.861677,-122.26716
625,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3100 MABEL ST,37.851107,-122.28324
3607,VANDALISM,VANDALISM,3100 SHATTUCK AVE,37.852956,-122.266195
2001,MISSING JUVENILE,MISSING PERSON,1200 FRANCISCO ST,37.87304,-122.289659
4324,THEFT FELONY (OVER $950),LARCENY,1400 ADA ST,37.878949,-122.285291
1198,VANDALISM,VANDALISM,1700 ROSE ST,37.880027,-122.279976
1188,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HASTE ST,37.865849,-122.259977
3220,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1300 UNIVERSITY AVE,37.869764,-122.28655
2696,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,TELEGRAPH AVENUE & STUART ST,37.859528,-122.25926
2723,FRAUD/FORGERY,FRAUD,2200 SHATTUCK AVE,37.869363,-122.268028
2743,IDENTITY THEFT,FRAUD,1200 OREGON ST,37.855053,-122.286577
3650,SEXUAL ASSAULT FEL.,SEX CRIME,FOURTH STREET & DWIGHT WAY,37.859557,-122.29733
4370,VANDALISM,VANDALISM,1400 NORTHSIDE AVE,37.878734,-122.289653
1414,GUN/WEAPON,WEAPONS OFFENSE,2500 DURANT AVE,37.867852,-122.258699
4943,2ND RESPONSE,NOISE VIOLATION,2200 BLAKE ST,37.863353,-122.265053
435,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
3192,NARCOTICS,DRUG VIOLATION,1700 FOURTH ST,37.871268,-122.30106
2790,BURGLARY AUTO,BURGLARY - VEHICLE,GRIZZLY PEAK BOULEVARD & MARIN AVE,37.897005,-122.261681
1502,BURGLARY AUTO,BURGLARY - VEHICLE,400 GILMAN ST,37.877715,-122.309618
955,ROBBERY,ROBBERY,BLAKE STREET & FULTON ST,37.863353,-122.265053
1511,IDENTITY THEFT,FRAUD,1500 WARD ST,37.857856,-122.279721
1535,SEXUAL ASSAULT FEL.,SEX CRIME,2400 DANA ST,37.866508,-122.261057
3268,VEHICLE STOLEN,MOTOR VEHICLE THEFT,NINTH STREET & CAMELIA ST,37.878274,-122.297556
2130,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
809,THEFT FELONY (OVER $950),LARCENY,1500 JOSEPHINE ST,37.879333,-122.274968
2187,DISTURBANCE,DISORDERLY CONDUCT,SACRAMENTO STREET & HEARST AVE,37.872158,-122.282066
5196,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,37.857409,-122.268473
2922,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AVE,37.871167,-122.268285
4826,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,TELEGRAPH AVENUE & STUART ST,37.859528,-122.25926
826,BURGLARY AUTO,BURGLARY - VEHICLE,2100 STUART ST,37.858525,-122.266906
785,THEFT MISD. (UNDER $950),LARCENY,ALLSTON WAY & BONAR ST,37.86695,-122.286984
4389,THEFT MISD. (UNDER $950),LARCENY,2000 KITTREDGE ST,37.868204,-122.270054
1033,2ND RESPONSE,NOISE VIOLATION,2600 BENVENUE AVE,37.863522,-122.254992
1921,ROBBERY,ROBBERY,3200 ADELINE ST,37.850345,-122.270911
1938,BURGLARY AUTO,BURGLARY - VEHICLE,2800 REGENT ST,37.859589,-122.257019
2813,VANDALISM,VANDALISM,1900 ALLSTON WAY,37.868785,-122.272701
3494,VEHICLE RECOVERED,RECOVERED VEHICLE,2800 SAN PABLO AVE,37.856195,-122.288053
4408,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AVE,37.868714,-122.259189
5237,THEFT MISD. (UNDER $950),LARCENY,1300 NINTH ST,37.879708,-122.297995
3090,BRANDISHING,WEAPONS OFFENSE,GILMAN STREET & FOURTH ST,37.878915,-122.303521
897,THEFT MISD. (UNDER $950),LARCENY,700 SPRUCE ST,37.898024,-122.269917
1347,NARCOTICS,DRUG VIOLATION,HAROLD WAY & ALLSTON WAY,37.8692,-122.269308
3639,2ND RESPONSE,NOISE VIOLATION,2300 PIEDMONT AVE,37.869839,-122.252365
847,BURGLARY AUTO,BURGLARY - VEHICLE,STUART STREET & SHATTUCK AVE,37.858525,-122.266906
3703,NARCOTICS,DRUG VIOLATION,2400 TELEGRAPH AVE,37.866761,-122.258779
4740,2ND RESPONSE,NOISE VIOLATION,2100 ASHBY AVE,37.855293,-122.266502
3621,VANDALISM,VANDALISM,1100 ARCH ST,37.888784,-122.266699
1723,VANDALISM,VANDALISM,3000 SHATTUCK AVE,37.855026,-122.266475
503,ASSAULT/BATTERY MISD.,ASSAULT,2600 DURANT AVE,37.868164,-122.256314
4170,ASSAULT/BATTERY MISD.,ASSAULT,1200 ASHBY AVE,37.852211,-122.286336
604,VANDALISM,VANDALISM,1900 STUART ST,37.857951,-122.271494
4722,SEXUAL ASSAULT MISD.,SEX CRIME,2600 TELEGRAPH AVE,37.862927,-122.258784
667,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 TYLER ST,37.852422,-122.278571
3521,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 REGENT ST,37.865202,-122.257795
3187,NARCOTICS,DRUG VIOLATION,2500 DURANT AVE,37.867852,-122.258699
3945,BRANDISHING,WEAPONS OFFENSE,2400 PROSPECT ST,37.867717,-122.249901
3156,2ND RESPONSE,NOISE VIOLATION,2300 DURANT AVE,37.867259,-122.26324
3513,THEFT MISD. (UNDER $950),LARCENY,1900 RUSSELL ST,37.856132,-122.271292
1465,THEFT FROM AUTO,LARCENY - FROM VEHICLE,ADDISON STREET & SACRAMENTO ST,37.869448,-122.281783
1780,ASSAULT/BATTERY MISD.,ASSAULT,UNIVERSITY AVENUE & CALIFORNIA ST,37.870627,-122.279765
4287,DISTURBANCE,DISORDERLY CONDUCT,500 SPRUCE ST,37.901596,-122.270187
3769,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 TYLER ST,37.852422,-122.278571
3471,THEFT MISD. (UNDER $950),LARCENY,1500 JOSEPHINE ST,37.879333,-122.274968
5305,BURGLARY AUTO,BURGLARY - VEHICLE,2600 ELLSWORTH ST,37.862562,-122.262598
619,THEFT MISD. (UNDER $950),LARCENY,1000 GILMAN ST,37.88015,-122.297446
5288,ROBBERY,ROBBERY,1500 UNIVERSITY AVE,37.870396,-122.281585
2360,THEFT FELONY (OVER $950),LARCENY,600 CRAGMONT AVE,37.900641,-122.269181
2890,DOMESTIC VIOLENCE,FAMILY OFFENSE,3200 IDAHO ST,37.849609,-122.282
3076,THEFT MISD. (UNDER $950),LARCENY,2100 DERBY ST,37.860366,-122.266802
3476,THEFT MISD. (UNDER $950),LARCENY,2500 SAN PABLO AVE,37.861078,-122.289632
4550,2ND RESPONSE,NOISE VIOLATION,2400 FULTON ST,37.866037,-122.265618
5498,NARCOTICS,DRUG VIOLATION,BONAR STREET & UNIVERSITY AVE,37.869642,-122.287492
5225,BURGLARY AUTO,BURGLARY - VEHICLE,FOURTH STREET & VIRGINIA ST,37.871883,-122.301255
2326,BURGLARY AUTO,BURGLARY - VEHICLE,1900 CARLETON ST,37.860745,-122.27096
3524,BURGLARY AUTO,BURGLARY - VEHICLE,1400 FOURTH ST,37.877196,-122.302986
1121,THEFT FELONY (OVER $950),LARCENY,1700 SPRUCE ST,37.876963,-122.265591
632,IDENTITY THEFT,FRAUD,1900 NINTH ST,37.869921,-122.294825
4930,BURGLARY AUTO,BURGLARY - VEHICLE,2425 STUART ST,37.859665,-122.2582
3306,IDENTITY THEFT,FRAUD,2500 GRANT ST,37.862965,-122.274361
5215,ROBBERY,ROBBERY,3000 TELEGRAPH AVE,37.855435,-122.259841
3104,BURGLARY AUTO,BURGLARY - VEHICLE,BERKELEY WAY & OXFORD ST,37.873346,-122.266276
3560,BURGLARY AUTO,BURGLARY - VEHICLE,1000 HEINZ AVE,37.853929,-122.289679
3152,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AVE,37.873687,-122.268616
4767,MISSING JUVENILE,MISSING PERSON,1200 FRANCISCO ST,37.87304,-122.289659
2621,THEFT MISD. (UNDER $950),LARCENY,2100 OXFORD ST,37.87091,-122.265993
4023,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,37.88015,-122.297446
2992,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 CALIFORNIA ST,37.870627,-122.279765
3683,THEFT MISD. (UNDER $950),LARCENY,3300 CALIFORNIA ST,37.847838,-122.275741
4124,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,37.863611,-122.317566
3224,VANDALISM,VANDALISM,3000 TELEGRAPH AVE,37.855435,-122.259841
5398,DOMESTIC VIOLENCE,FAMILY OFFENSE,2400 ASHBY AVE,37.856111,-122.260248
2035,IDENTITY THEFT,FRAUD,1700 LA LOMA AVE,37.878002,-122.257017
4585,THEFT FROM AUTO,LARCENY - FROM VEHICLE,PARKER STREET & ELLSWORTH ST,37.862763,-122.262639
291,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AVE,37.871167,-122.268285
4344,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,600 COLUSA AVE,37.896465,-122.28517
4506,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2713,VANDALISM,VANDALISM,2100 SHATTUCK AVE,37.871167,-122.268285
2687,BURGLARY AUTO,BURGLARY - VEHICLE,900 UNIVERSITY AVE,37.868273,-122.295963
1948,THEFT MISD. (UNDER $950),LARCENY,1600 BUENA AVE,37.878489,-122.280523
5115,BURGLARY AUTO,BURGLARY - VEHICLE,2500 SAN PABLO AVE,37.861078,-122.289632
2418,ROBBERY,ROBBERY,CHANNING WAY & TELEGRAPH AVE,37.866919,-122.258812
3252,THEFT MISD. (UNDER $950),LARCENY,1100 UNIVERSITY AVE,37.869067,-122.292043
2364,ROBBERY,ROBBERY,3100 SAN PABLO AVE,37.821533,-122.276741
1599,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,37.88015,-122.297446
4885,BURGLARY AUTO,BURGLARY - VEHICLE,HARRISON STREET & FIFTH ST,37.880922,-122.303115
5101,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,37.858079,-122.268016
2314,THEFT FELONY (OVER $950),LARCENY,1300 SAN PABLO AVE,37.880262,-122.295809
1775,THEFT MISD. (UNDER $950),LARCENY,1300 FRANCISCO ST,37.873351,-122.287274
2307,MISSING ADULT,MISSING PERSON,1600 ALCATRAZ AVE,37.848152,-122.275807
1781,THEFT FELONY (OVER $950),LARCENY,2120 UNIVERSITY AVE,37.87221,-122.267546
4951,FRAUD/FORGERY,FRAUD,2200 SACRAMENTO ST,37.867212,-122.281739
4611,BURGLARY AUTO,BURGLARY - VEHICLE,BANCROFT WAY & DANA ST,37.868424,-122.261451
3386,THEFT MISD. (UNDER $950),LARCENY,3000 TELEGRAPH AVE,37.855435,-122.259841
4442,FRAUD/FORGERY,FRAUD,1400 FOURTH ST,37.877196,-122.302986
4346,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AVE,37.867513,-122.26127
